ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at
8.8.8.8,google-public-dns-a.google.com.,US,Mountain View,,,true,1.00,2017-04-28T15:31:19Z,2009-12-04T10:01:47Z
204.152.184.76,or.isc.org.,US,Redwood City,9.10.4-P1,,true,1.00,2017-04-28T15:31:20Z,2009-05-13T01:05:06Z
205.171.3.65,resolver1.qwest.net.,US,,,,false,1.00,2017-04-28T15:31:21Z,2009-05-13T09:28:10Z
216.106.184.6,ns2.ststelecom.com.,US,Jupiter,none,,false,1.00,2017-04-28T15:31:21Z,2009-05-15T12:49:23Z
66.203.66.203,ns.axsne.net.,US,Lexington,,,false,1.00,2017-04-28T15:31:24Z,2009-05-15T12:53:05Z
209.143.22.182,bacchus.bright.net.,US,Minford,9.9.6-P1,,false,0.50,2017-04-28T15:31:22Z,2009-05-15T12:53:13Z
216.52.254.1,ns1.lax.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:26Z,2009-05-15T12:53:27Z
69.54.70.15,slimer.isphone.net.,US,Traverse City,9.8.2rc1-RedHat-9.8.2-0.37.rc1.el6_7.7,,true,1.00,2017-04-28T15:31:22Z,2009-05-15T12:53:29Z
64.94.1.1,ns1.acs.pnap.net.,US,Atlanta,,,false,1.00,2017-04-28T15:31:20Z,2009-05-15T12:53:32Z
63.251.161.1,ns1.sef.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:21Z,2009-05-15T12:53:33Z
69.60.160.203,edelta2.DADNS.america.net.,US,Alpharetta,9.10.2-P3,,false,1.00,2017-04-28T15:31:20Z,2009-05-15T12:53:43Z
208.78.24.238,dns1.nyc.dns-roots.net.,US,The Bronx,DNSROOTS,,false,1.00,2017-04-28T15:31:22Z,2009-05-15T12:54:08Z
216.93.191.228,cache01.ns.witopia.net.,US,Jersey City,9.10.2-P3,,false,1.00,2017-04-28T15:31:21Z,2009-05-15T12:54:11Z
8.5.244.5,dns01.sjc01.acndigital.net.,US,,9.8.2rc1-RedHat-9.8.2-0.10.rc1.el6,,false,1.00,2017-04-28T15:31:21Z,2009-05-15T12:54:12Z
216.52.254.33,ns2.lax.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:21Z,2009-05-15T12:54:22Z
206.253.194.97,ns2.pnap.net.,US,New York,,,false,1.00,2017-04-28T15:31:29Z,2009-05-15T12:54:29Z
129.7.1.1,ns1.uh.edu.,US,Houston,,,false,1.00,2017-04-28T15:31:22Z,2009-05-15T12:54:34Z
64.94.33.33,ns2.chg.pnap.net.,US,Chicago,,,false,1.00,2017-04-28T15:31:20Z,2009-05-15T12:54:53Z
64.94.33.1,ns1.chg.pnap.net.,US,Chicago,,,false,1.00,2017-04-28T15:31:22Z,2009-05-15T12:55:44Z
4.2.2.1,a.resolvers.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:01Z
4.2.2.2,b.resolvers.Level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:01Z
4.2.2.3,c.resolvers.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:21Z,2009-05-17T23:33:01Z
4.2.2.4,d.resolvers.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:01Z
4.2.2.5,e.resolvers.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:02Z
4.2.2.6,f.resolvers.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:22Z,2009-05-17T23:33:02Z
199.2.252.10,ns2.sprintlink.net.,US,Herndon,,,true,1.00,2017-04-28T15:31:21Z,2009-05-17T23:33:05Z
204.97.212.10,ns3.sprintlink.net.,US,,,,true,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:05Z
204.117.214.10,ns1.sprintlink.net.,US,,,,true,1.00,2017-04-28T15:31:20Z,2009-05-17T23:33:05Z
206.124.64.1,bigguy.gte.net.,US,,,,false,1.00,2017-04-28T15:31:21Z,2009-05-17T23:59:06Z
216.237.221.42,dns3.nstel.com.,US,High Point,TGIF,,false,1.00,2017-04-28T15:31:23Z,2009-08-07T21:17:34Z
209.191.129.1,ns1.nyc.pnap.net.,US,Seattle,,,false,1.00,2017-04-28T15:31:23Z,2009-08-07T21:17:40Z
216.185.192.1,ns1.bhi.com.,US,Eden Prairie,,,false,1.00,2017-04-28T15:31:22Z,2009-08-07T21:17:44Z
64.212.106.84,dns1.jfk.gblx.net.,US,New York,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:24Z,2009-08-07T21:18:14Z
216.52.65.33,ns2.phi.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:22Z,2009-08-07T21:18:15Z
63.251.62.1,ns1.sfo.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:22Z,2009-08-07T21:18:38Z
63.251.129.1,ns1.bsn.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:23Z,2009-08-07T22:49:14Z
216.52.129.1,ns1.chi.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:23Z,2009-08-07T22:49:28Z
63.251.161.33,ns2.sef.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:23Z,2009-08-07T22:49:34Z
66.216.18.222,,US,New York,9.10.4-P6-RedHat-9.10.4-3.P6.fc24,,true,1.00,2017-04-28T15:31:23Z,2009-08-07T22:50:44Z
63.251.129.33,ns2.bsn.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:23Z,2009-08-08T21:47:18Z
64.135.1.20,dns1.host.net.,US,Boca Raton,9.9.4-P2-RedHat-9.9.4-17.P2.fc20,,true,1.00,2017-04-28T15:31:24Z,2009-08-08T21:48:37Z
129.250.35.251,y.ns.gin.ntt.net.,US,Rockwall,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:31:24Z,2009-08-08T21:49:16Z
209.244.0.4,resolver2.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:23Z,2009-08-08T21:49:18Z
209.130.139.2,dns2.roc.gblx.net.,US,New York,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:26Z,2009-08-08T21:49:19Z
216.194.28.33,ns1.metconnect.net.,US,Brooklyn,9.5.1-P3,,false,1.00,2017-04-28T15:31:25Z,2009-08-08T21:49:51Z
209.244.0.3,resolver1.level3.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:23Z,2009-08-08T21:49:52Z
209.191.129.65,ns2.nyc.pnap.net.,US,Seattle,,,false,1.00,2017-04-28T15:31:24Z,2009-08-08T21:49:56Z
207.69.188.189,rns2.mcihispeed.net.,US,,,,false,1.00,2017-04-28T15:31:27Z,2009-08-08T21:49:56Z
207.69.188.184,rns0.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:30Z,2009-08-09T00:06:29Z
8.15.12.5,dns01.iad01.acndigital.net.,US,,9.8.2rc1-RedHat-9.8.2-0.10.rc1.el6,,false,1.00,2017-04-28T15:31:25Z,2009-08-09T00:07:24Z
216.52.129.33,ns2.chi.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:26Z,2009-08-09T00:07:36Z
207.69.188.188,rns1.mcihispeed.net.,US,,,,false,1.00,2017-04-28T15:31:30Z,2009-08-09T00:07:39Z
206.253.194.65,ns1.pnap.net.,US,New York,,,false,1.00,2017-04-28T15:31:25Z,2009-08-09T00:08:42Z
66.112.235.200,ns4.apogeenet.net.,US,Austin,,,false,1.00,2017-04-28T15:31:25Z,2009-08-09T00:08:44Z
129.250.35.250,x.ns.gin.ntt.net.,US,Rockwall,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:31:25Z,2009-08-09T00:09:53Z
64.212.106.85,dns2.jfk.gblx.net.,US,New York,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:24Z,2009-08-09T00:10:02Z
216.52.65.1,ns1.phi.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:25Z,2009-08-09T00:11:18Z
216.185.192.2,ns2.bhi.com.,US,Eden Prairie,,,false,1.00,2017-04-28T15:31:29Z,2009-08-09T21:00:43Z
129.7.1.6,ns2.uh.edu.,US,Houston,,,false,1.00,2017-04-28T15:31:27Z,2009-08-09T21:01:35Z
35.8.2.45,nmserv1.ats.msu.edu.,US,East Lansing,9.8.5-P2,,false,1.00,2017-04-28T15:31:26Z,2009-08-09T21:01:36Z
209.143.0.10,,US,Saint Marys,9.11.1,,false,1.00,2017-04-28T15:31:29Z,2009-08-09T21:02:54Z
8.8.4.4,google-public-dns-b.google.com.,US,,,,true,1.00,2017-04-28T15:31:27Z,2009-12-04T10:01:47Z
66.28.0.45,res1.dns.cogentco.com.,US,Pasadena,blue,,false,1.00,2017-04-28T15:31:29Z,2010-07-31T13:53:26Z
66.28.0.61,res2.dns.cogentco.com.,US,Pasadena,blue,,false,1.00,2017-04-28T15:31:29Z,2010-07-31T13:53:31Z
74.82.42.42,ordns.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:29Z,2010-08-05T03:13:35Z
216.66.80.30,tserv1.fra1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:29Z,2010-09-03T22:12:02Z
206.165.6.12,dns2.phx.gblx.net.,US,Phoenix,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:29Z,2010-12-23T23:45:38Z
209.130.136.2,dns1.ROC.gblx.net.,US,New York,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:29Z,2010-12-23T23:45:44Z
67.17.215.133,dns2.snv.gblx.net.,US,Warren,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:29Z,2010-12-23T23:45:54Z
67.17.215.132,dns1.snv.gblx.net.,US,Warren,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:29Z,2010-12-23T23:46:04Z
69.28.136.102,cachedns.phx1.llnw.net.,US,Tempe,9.9.8-P3,,false,1.00,2017-04-28T15:31:32Z,2011-01-11T01:54:44Z
165.87.201.244,nscache07.us.prserv.net.,US,Middletown Township,,,false,1.00,2017-04-28T15:31:34Z,2011-01-19T01:15:20Z
168.215.210.50,ns1.orng.twtelecom.net.,US,Orange,,,false,1.00,2017-04-28T15:31:33Z,2011-01-19T01:25:17Z
216.17.128.1,ns1.frii.com.,US,Westminster,undisclosed,,false,0.50,2017-04-28T15:31:37Z,2011-01-19T01:54:12Z
204.95.160.2,ns1.tosa.twtelecom.net.,US,Littleton,,,false,1.00,2017-04-28T15:31:34Z,2011-01-21T01:23:47Z
198.60.22.2,cns1.xmission.com.,US,Salt Lake City,,,false,1.00,2017-04-28T15:31:34Z,2011-01-23T00:25:47Z
199.80.64.202,ns2.state.lib.la.us.,US,Baton Rouge,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.6,,false,1.00,2017-04-28T15:31:36Z,2011-01-23T00:28:47Z
206.51.143.55,ns2.nktelco.net.,US,Sidney,9.3.4-P1.1,,false,1.00,2017-04-28T15:31:34Z,2011-01-23T00:56:08Z
207.179.3.25,ns1.virtela.net.,US,Naperville,1.0.0-release,,false,1.00,2017-04-28T15:31:34Z,2011-01-23T01:12:44Z
209.0.205.11,ns1.bigcity.net.,US,Houston,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.8,,false,1.00,2017-04-28T15:31:36Z,2011-01-24T01:48:22Z
209.97.224.3,ns2.revealsystems.net.,US,Erie,9.10.4-P2,,false,1.00,2017-04-28T15:31:36Z,2011-01-24T02:12:22Z
216.52.126.1,ns1.wdc002.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:35Z,2011-01-25T00:25:49Z
216.52.190.33,ns2.dal.pnap.net.,US,Lewisville,,,false,1.00,2017-04-28T15:31:36Z,2011-01-25T00:25:55Z
216.52.41.33,ns2.den.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:36Z,2011-01-25T00:26:00Z
216.52.97.33,ns2.ocy.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:36Z,2011-01-25T00:26:06Z
4.79.132.219,ns1.sotelips.net.,US,,9.8.4-rpz2+rl005.12-P1,,false,1.00,2017-04-28T15:31:36Z,2011-01-27T01:09:50Z
64.119.80.100,ns4.nuvisions.net.,US,Jersey City,,,false,0.50,2017-04-28T15:31:37Z,2011-01-31T00:21:01Z
64.94.1.33,ns2.acs.pnap.net.,US,Atlanta,,,false,1.00,2017-04-28T15:31:37Z,2011-01-31T00:22:35Z
66.199.31.131,ns3.teklinks.com.,US,Birmingham,,,true,1.00,2017-04-28T15:31:52Z,2011-01-31T00:25:21Z
68.179.203.94,ns2.wa-k20.net.,US,Seattle,This Version,,false,1.00,2017-04-28T15:31:40Z,2011-01-31T00:29:27Z
69.25.1.1,ns1.mia003.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:37Z,2011-01-31T00:29:50Z
69.25.1.33,ns2.mia003.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:40Z,2011-01-31T00:29:50Z
2001:4860:4860::8888,google-public-dns-a.google.com.,US,,,,true,1.00,2017-04-28T15:31:37Z,2013-01-04T02:01:04Z
2001:450:2005:1::4,dns1.lon.gblx.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:41Z,2013-01-04T03:19:25Z
2600::2,,US,,,,true,1.00,2017-04-28T15:31:42Z,2013-01-04T03:19:37Z
2600::1,,US,,,,true,1.00,2017-04-28T15:31:42Z,2013-01-04T03:19:38Z
2001:5b8:1::5,dns1.host.net.,US,,9.9.4-P2-RedHat-9.9.4-17.P2.fc20,,true,1.00,2017-04-28T15:31:40Z,2013-01-04T03:23:05Z
2001:418:3ff::1:53,y.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:31:40Z,2013-01-04T03:23:07Z
2001:450:2005:3::5,dns2.roc.gblx.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:40Z,2013-01-04T03:23:08Z
2001:418:3ff::53,x.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:31:41Z,2013-01-04T03:23:26Z
2001:4860:4860::8844,google-public-dns-b.google.com.,US,,,,true,1.00,2017-04-28T15:31:38Z,2013-01-04T03:24:28Z
2001:470:20::2,ordns.he.net.,US,,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:38Z,2013-01-04T03:24:42Z
2001:470:0:69::2,tserv1.fra1.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:38Z,2013-01-04T03:24:44Z
2001:450:2005:2::5,dns2.phx.gblx.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:40Z,2013-01-04T03:24:47Z
2001:450:2005:2::4,dns1.phx.gblx.net.,US,,Version: recursive-main/18640994,,false,1.00,2017-04-28T15:31:40Z,2013-01-04T03:24:51Z
2607:fa88:1::2,,US,,undisclosed,,false,1.00,2017-04-28T15:31:43Z,2013-01-04T03:26:09Z
2001:470:f032:1::254,,US,,dnsmasq-2.62,,false,1.00,2017-04-28T15:31:44Z,2013-01-04T03:31:43Z
2001:4f8:0:2::14,or.isc.org.,US,,9.10.4,,false,1.00,2017-04-28T15:31:42Z,2013-01-07T23:53:46Z
74.207.242.213,li84-213.members.linode.com.,US,Fremont,9.9.7,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T16:37:05Z
50.116.28.138,li490-138.members.linode.com.,US,Dallas,9.9.6-P1,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T16:37:19Z
12.127.16.67,rmtu.mt.rs.els-gms.att.net.,US,,,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T17:01:54Z
12.127.17.71,dns-rs1.bgtmo.ip.att.net.,US,,,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T17:01:54Z
64.119.60.5,ns1.speednet-dns.com.,US,Frankenmuth,9.9.5-3ubuntu0.10-Ubuntu,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T17:12:51Z
64.119.60.9,ns2.speednet-dns.com.,US,Frankenmuth,9.9.5-3ubuntu0.10-Ubuntu,,false,1.00,2017-04-28T15:31:41Z,2013-01-30T17:12:51Z
65.183.98.90,ns1.exceedtech.net.,US,Jackson,not currently available,,false,1.00,2017-04-28T15:31:43Z,2013-01-30T17:15:50Z
65.74.130.5,ns1.heraklesdata.net.,US,Overland Park,DNS,,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:16:28Z
66.151.145.1,ns1.sje.pnap.net.,US,San Jose,,,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:17:05Z
66.182.208.5,cache1.1scom.net.,US,Keller,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.3,,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:17:20Z
66.218.44.5,ns5.dslextreme.com.,US,San Jose,9.8.2rc1-RedHat-9.8.2-0.37.rc1.el6_7.2,,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:17:50Z
66.242.160.5,rdns-a.modesto.net.,US,Ceres,9.9.5-3ubuntu0.8-Ubuntu,,true,1.00,2017-04-28T15:31:43Z,2013-01-30T17:17:54Z
66.51.206.100,dns2.dslextreme.com.,US,Canoga Park,PowerDNS Recursor 3.7.3 (jenkins@autotest.powerdns.com built 20150610132449 mockbuild@),,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:18:26Z
69.60.160.196,Edelta.DADNS.america.net.,US,Alpharetta,9.10.2-P3,,false,1.00,2017-04-28T15:31:42Z,2013-01-30T17:21:01Z
69.7.192.1,ns1.cimcoisp.net.,US,Akron,9.8.2rc1-RedHat-9.8.2-0.30.rc1.el6_6.2,,false,1.00,2017-04-28T15:31:44Z,2013-01-30T17:21:02Z
160.7.240.20,20.240.sfcn.org.,US,Spanish Fork,9.9.4-RedHat-9.9.4-38.el7_3.1,,true,1.00,2017-04-28T15:31:45Z,2013-01-30T17:35:46Z
170.56.58.53,nserver1.khis.de.,US,Alpharetta,9.9.5-rpz2+rl.14038.05-P1,,false,1.00,2017-04-28T15:31:44Z,2013-01-30T17:36:59Z
198.82.247.34,yardbird.cns.vt.edu.,US,Blacksburg,fancy new chroot version,,true,1.00,2017-04-28T15:31:47Z,2013-01-30T17:51:22Z
199.249.18.1,NDCDNS10.verizon.com.,US,Colorado Springs,none,,false,1.00,2017-04-28T15:31:48Z,2013-01-30T17:51:32Z
199.249.19.1,OMZDNS10.verizon.com.,US,Colorado Springs,none,,false,1.00,2017-04-28T15:31:48Z,2013-01-30T17:51:32Z
204.95.160.4,ns2.tosa.twtelecom.net.,US,Littleton,,,false,1.00,2017-04-28T15:31:59Z,2013-01-30T18:17:47Z
205.171.2.65,resolver2.qwest.net.,US,,,,false,1.00,2017-04-28T15:31:53Z,2013-01-30T18:18:02Z
206.123.64.245,ns1.colo4dallas.net.,US,St Louis,1.2.3.4,,false,1.00,2017-04-28T15:31:53Z,2013-01-30T18:18:47Z
206.124.65.253,boingo.gte.net.,US,,,,false,1.00,2017-04-28T15:31:52Z,2013-01-30T18:18:48Z
206.253.33.130,ns1.pld.com.,US,Lakin,,,false,1.00,2017-04-28T15:31:56Z,2013-01-30T18:19:40Z
207.217.126.81,do-not-use-rns1.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:55Z,2013-01-30T18:20:45Z
207.69.188.171,optns1.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:58Z,2013-01-30T18:21:36Z
207.69.188.172,optns2.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:56Z,2013-01-30T18:21:39Z
207.69.188.185,rns1.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:55Z,2013-01-30T18:21:42Z
207.69.188.186,rns2.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:55Z,2013-01-30T18:21:46Z
207.69.188.187,rns3.earthlink.net.,US,,,,false,1.00,2017-04-28T15:31:58Z,2013-01-30T18:21:49Z
207.91.250.34,westland.gr-lakes.com.,US,Redford,9.9.3-rl.13207.22-P2-RedHat-9.9.3-16.P2.fc19,,true,1.00,2017-04-28T15:31:55Z,2013-01-30T18:21:55Z
216.131.94.5,ns1.oakweb.com.,US,Los Angeles,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:31:56Z,2013-01-30T18:39:13Z
216.52.161.33,ns2.mia.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:55Z,2013-01-30T18:41:00Z
216.52.169.1,ns1.hou.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:56Z,2013-01-30T18:41:00Z
216.52.41.1,ns1.den.pnap.net.,US,,,,false,1.00,2017-04-28T15:31:57Z,2013-01-30T18:41:01Z
216.52.94.33,ns2.nym.pnap.net.,US,Spring Valley,,,false,1.00,2017-04-28T15:31:57Z,2013-01-30T18:41:01Z
2620:0:ccc::2,resolver1.ipv6-sandbox.opendns.com.,US,,,,false,1.00,2017-04-28T15:32:00Z,2013-03-22T17:56:37Z
2620:0:ccd::2,resolver2.ipv6-sandbox.opendns.com.,US,,,,false,1.00,2017-04-28T15:32:00Z,2013-03-22T17:56:41Z
149.20.64.20,bind.odvr.dns-oarc.net.,US,Redwood City,9.10.4-P1,,true,1.00,2017-04-28T15:31:58Z,2013-03-24T03:05:26Z
2001:550:1:1::d,na-res1.dns.cogentco.com.,US,,blue,,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:20:45Z
2001:470:0:45::2,tserv1.fmt2.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:02Z
2001:470:0:78::2,tserv1.dal1.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:02Z
2001:470:0:7d::2,tserv1.ams1.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:03Z
2001:470:0:8c::2,tserv1.mia1.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:03Z
209.51.161.58,tserv1.mia1.he.net.,US,Sugarcreek,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:03Z
2001:470:0:c0::2,tserv1.tor1.he.net.,US,Milpitas,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:32:02Z,2013-03-24T03:21:03Z
216.66.38.58,tserv1.tor1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:32:01Z,2013-03-24T03:21:03Z
72.52.104.74,tserv1.fmt2.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:04Z
74.82.46.6,tserv1.tyo1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:32:01Z,2013-03-24T03:21:04Z
209.51.161.14,tserv1.nyc4.he.net.,US,Sugarcreek,PowerDNS Recursor 4.0.0-alpha2,,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:21:04Z
216.66.80.90,tserv1.sto1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:32:00Z,2013-03-24T03:22:28Z
216.66.80.98,tserv1.zrh1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:31:59Z,2013-03-24T03:22:28Z
216.66.22.2,tserv2.ash1.he.net.,US,Fremont,PowerDNS Recursor 4.0.4 (built Jan 13 2017 09:37:53 by root@2e330ddb85a7),,false,1.00,2017-04-28T15:32:03Z,2013-03-24T03:22:29Z
2001:468:c80:2101:0:100:0:22,yardbird.cns.ipv6.vt.edu.,US,Blacksburg,fancy new chroot version,,true,1.00,2017-04-28T15:32:01Z,2013-04-23T00:03:48Z
2001:468:c80:4101:0:100:0:42,jeru.cns.ipv6.vt.edu.,US,Blacksburg,fancy new chroot version,,true,1.00,2017-04-28T15:32:01Z,2013-04-23T00:03:48Z
2001:4870:6082:3::100,dlfw-rdns-01.dlfw.twtelecom.net.,US,,,,false,1.00,2017-04-28T15:32:05Z,2013-04-23T00:04:15Z
2001:4870:6082:3::5,ns1.twtelecom.net.,US,,,,false,1.00,2017-04-28T15:32:05Z,2013-04-23T00:04:15Z
2001:4870:8000:3::100,dnvr-rdns-01.dnvr.twtelecom.net.,US,,,,false,1.00,2017-04-28T15:32:01Z,2013-04-23T00:04:16Z
2001:4870:8000:3::5,ns2.twtelecom.net.,US,,,,false,1.00,2017-04-28T15:32:01Z,2013-04-23T00:04:16Z
12.127.17.72,dns-rs2.bgtmo.ip.att.net.,US,,,,false,1.00,2017-04-28T15:32:01Z,2013-04-23T00:06:05Z
165.87.13.129,nscache.prserv.net.,US,Middletown Township,,,false,1.00,2017-04-28T15:32:02Z,2013-04-23T00:10:03Z
168.215.165.186,ns1.snan.twtelecom.net.,US,San Antonio,,,false,1.00,2017-04-28T15:32:09Z,2013-04-23T00:10:11Z
206.124.0.254,ns-4.dimensional.com.,US,Denver,PowerDNS Recursor 3.6.3 (jenkins@autotest.powerdns.com built 20150423115212 mockbuild@),,false,1.00,2017-04-28T15:32:11Z,2013-04-23T00:40:47Z
206.124.1.254,ns-3.dimensional.com.,US,Denver,PowerDNS Recursor 3.6.3 (jenkins@autotest.powerdns.com built 20150423115212 mockbuild@),,false,1.00,2017-04-28T15:32:08Z,2013-04-23T00:40:47Z
207.15.68.164,osscdns01.spcsdns.net.,US,,,,false,1.00,2017-04-28T15:32:11Z,2013-04-23T00:41:18Z
207.15.68.36,osscdns02.spcsdns.net.,US,,,,false,1.00,2017-04-28T15:32:11Z,2013-04-23T00:41:21Z
207.217.120.83,do-not-use-rns3.earthlink.net.,US,,,,false,1.00,2017-04-28T15:32:11Z,2013-04-23T00:41:41Z
207.217.77.82,do-not-use-rns2.earthlink.net.,US,,,,false,1.00,2017-04-28T15:32:14Z,2013-04-23T00:41:44Z
209.55.0.110,,US,Cartersville,unknown,,false,1.00,2017-04-28T15:32:13Z,2013-04-23T00:42:43Z
209.55.1.220,,US,Cartersville,unknown,,false,1.00,2017-04-28T15:32:12Z,2013-04-23T00:42:44Z
216.106.1.2,ns1.socket.net.,US,Columbia,9.9.5-3ubuntu0.7-Ubuntu,,false,1.00,2017-04-28T15:32:13Z,2013-04-23T00:57:20Z
216.131.95.20,ns1.california.net.,US,Los Angeles,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.1,,false,1.00,2017-04-28T15:32:12Z,2013-04-23T00:57:22Z
